radius,pressure,mass,density,energy
3.45114000e+03,4.54971090e+33,8.88410881e+28,4.75697872e+17,5.46530678e+15
3.46500000e+03,4.54455262e+33,8.98917836e+28,4.75501682e+17,5.46136283e+15
3.47886000e+03,4.53937713e+33,9.09504369e+28,4.75304695e+17,5.45740410e+15
3.49272000e+03,4.53418450e+33,9.20170719e+28,4.75106912e+17,5.45343060e+15
3.50658000e+03,4.52897476e+33,9.30917128e+28,4.74908332e+17,5.44944234e+15
3.52044000e+03,4.52374794e+33,9.41743835e+28,4.74708956e+17,5.44543934e+15
3.53430000e+03,4.51850409e+33,9.52651078e+28,4.74508783e+17,5.44142160e+15
3.54816000e+03,4.51324326e+33,9.63639096e+28,4.74307812e+17,5.43738915e+15
3.56202000e+03,4.50796549e+33,9.74708124e+28,4.74106044e+17,5.43334199e+15
3.57588000e+03,4.50267080e+33,9.85858400e+28,4.73903479e+17,5.42928013e+15
3.58974000e+03,4.49735926e+33,9.97090156e+28,4.73700117e+17,5.42520360e+15
3.60360000e+03,4.49203090e+33,1.00840363e+29,4.73495957e+17,5.42111239e+15
3.61746000e+03,4.48668576e+33,1.01979905e+29,4.73290999e+17,5.41700653e+15
3.63132000e+03,4.48132388e+33,1.03127665e+29,4.73085243e+17,5.41288603e+15
3.64518000e+03,4.47594531e+33,1.04283666e+29,4.72878689e+17,5.40875089e+15
3.65904000e+03,4.47055009e+33,1.05447932e+29,4.72671338e+17,5.40460114e+15
3.67290000e+03,4.46513826e+33,1.06620484e+29,4.72463187e+17,5.40043679e+15
3.68676000e+03,4.45970987e+33,1.07801347e+29,4.72254239e+17,5.39625784e+15
3.70062000e+03,4.45426496e+33,1.08990542e+29,4.72044491e+17,5.39206432e+15
3.71448000e+03,4.44880356e+33,1.10188092e+29,4.71833945e+17,5.38785624e+15
3.72834000e+03,4.44332574e+33,1.11394021e+29,4.71622600e+17,5.38363360e+15
3.74220000e+03,4.43783152e+33,1.12608349e+29,4.71410456e+17,5.37939643e+15
3.75606000e+03,4.43232095e+33,1.13831100e+29,4.71197513e+17,5.37514473e+15
3.76992000e+03,4.42679408e+33,1.15062296e+29,4.70983771e+17,5.37087852e+15
3.78378000e+03,4.42125095e+33,1.16301958e+29,4.70769229e+17,5.36659782e+15
3.79764000e+03,4.41569161e+33,1.17550110e+29,4.70553888e+17,5.36230263e+15
3.81150000e+03,4.41011609e+33,1.18806773e+29,4.70337746e+17,5.35799297e+15
3.82536000e+03,4.40452444e+33,1.20071968e+29,4.70120805e+17,5.35366885e+15
3.83922000e+03,4.39891672e+33,1.21345718e+29,4.69903064e+17,5.34933029e+15
3.85308000e+03,4.39329295e+33,1.22628044e+29,4.69684522e+17,5.34497731e+15
3.86694000e+03,4.38765319e+33,1.23918967e+29,4.69465180e+17,5.34060991e+15
3.88080000e+03,4.38199748e+33,1.25218510e+29,4.69245038e+17,5.33622810e+15
3.89466000e+03,4.37632587e+33,1.26526693e+29,4.69024095e+17,5.33183191e+15
3.90852000e+03,4.37063839e+33,1.27843538e+29,4.68802351e+17,5.32742135e+15
3.92238000e+03,4.36493511e+33,1.29169066e+29,4.68579806e+17,5.32299643e+15
3.93624000e+03,4.35921606e+33,1.30503297e+29,4.68356460e+17,5.31855716e+15
3.95010000e+03,4.35348128e+33,1.31846254e+29,4.68132313e+17,5.31410356e+15
3.96396000e+03,4.34773083e+33,1.33197955e+29,4.67907364e+17,5.30963565e+15
3.97782000e+03,4.34196475e+33,1.34558424e+29,4.67681613e+17,5.30515343e+15
3.99168000e+03,4.33618309e+33,1.35927679e+29,4.67455061e+17,5.30065692e+15
4.00554000e+03,4.33038588e+33,1.37305741e+29,4.67227707e+17,5.29614614e+15
4.01940000e+03,4.32457319e+33,1.38692631e+29,4.66999551e+17,5.29162110e+15
4.03326000e+03,4.31874504e+33,1.40088370e+29,4.66770592e+17,5.28708182e+15
4.04712000e+03,4.31290150e+33,1.41492977e+29,4.66540831e+17,5.28252830e+15
4.06098000e+03,4.30704261e+33,1.42906472e+29,4.66310267e+17,5.27796057e+15
4.07484000e+03,4.30116841e+33,1.44328875e+29,4.66078901e+17,5.27337864e+15
4.08870000e+03,4.29527895e+33,1.45760207e+29,4.65846732e+17,5.26878252e+15
4.10256000e+03,4.28937429e+33,1.47200487e+29,4.65613759e+17,5.26417223e+15
4.11642000e+03,4.28345445e+33,1.48649735e+29,4.65379983e+17,5.25954778e+15
4.13028000e+03,4.27751950e+33,1.50107970e+29,4.65145404e+17,5.25490919e+15
4.14414000e+03,4.27156949e+33,1.51575212e+29,4.64910022e+17,5.25025647e+15
4.15800000e+03,4.26560445e+33,1.53051479e+29,4.64673835e+17,5.24558964e+15
4.17186000e+03,4.25962443e+33,1.54536792e+29,4.64436844e+17,5.24090871e+15
4.18572000e+03,4.25362949e+33,1.56031170e+29,4.64199050e+17,5.23621370e+15
4.19958000e+03,4.24761967e+33,1.57534631e+29,4.63960451e+17,5.23150462e+15
4.21344000e+03,4.24159503e+33,1.59047194e+29,4.63721047e+17,5.22678149e+15
4.22730000e+03,4.23555560e+33,1.60568878e+29,4.63480839e+17,5.22204432e+15
4.24116000e+03,4.22950144e+33,1.62099702e+29,4.63239826e+17,5.21729313e+15
4.25502000e+03,4.22343259e+33,1.63639685e+29,4.62998008e+17,5.21252793e+15
4.26888000e+03,4.21734911e+33,1.65188844e+29,4.62755385e+17,5.20774874e+15
4.28274000e+03,4.21125104e+33,1.66747199e+29,4.62511957e+17,5.20295558e+15
4.29660000e+03,4.20513844e+33,1.68314767e+29,4.62267723e+17,5.19814846e+15
4.31046000e+03,4.19901134e+33,1.69891567e+29,4.62022683e+17,5.19332739e+15
4.32432000e+03,4.19286981e+33,1.71477616e+29,4.61776837e+17,5.18849239e+15
4.33818000e+03,4.18671389e+33,1.73072933e+29,4.61530186e+17,5.18364347e+15
4.35204000e+03,4.18054362e+33,1.74677535e+29,4.61282727e+17,5.17878066e+15
4.36590000e+03,4.17435907e+33,1.76291440e+29,4.61034463e+17,5.17390397e+15
4.37976000e+03,4.16816027e+33,1.77914665e+29,4.60785392e+17,5.16901341e+15
4.39362000e+03,4.16194729e+33,1.79547229e+29,4.60535514e+17,5.16410900e+15
4.40748000e+03,4.15572016e+33,1.81189148e+29,4.60284829e+17,5.15919076e+15
4.42134000e+03,4.14947894e+33,1.82840439e+29,4.60033336e+17,5.15425869e+15
4.43520000e+03,4.14322368e+33,1.84501120e+29,4.59781037e+17,5.14931283e+15
4.44906000e+03,4.13695443e+33,1.86171207e+29,4.59527929e+17,5.14435317e+15
4.46292000e+03,4.13067124e+33,1.87850718e+29,4.59274014e+17,5.13937975e+15
4.47678000e+03,4.12437416e+33,1.89539670e+29,4.59019291e+17,5.13439257e+15
4.49064000e+03,4.11806325e+33,1.91238078e+29,4.58763760e+17,5.12939165e+15
4.50450000e+03,4.11173855e+33,1.92945959e+29,4.58507420e+17,5.12437701e+15
4.51836000e+03,4.10540011e+33,1.94663331e+29,4.58250272e+17,5.11934867e+15
4.53222000e+03,4.09904798e+33,1.96390208e+29,4.57992315e+17,5.11430664e+15
4.54608000e+03,4.09268223e+33,1.98126608e+29,4.57733549e+17,5.10925093e+15
4.55994000e+03,4.08630289e+33,1.99872546e+29,4.57473973e+17,5.10418157e+15
4.57380000e+03,4.07991002e+33,2.01628038e+29,4.57213589e+17,5.09909856e+15
4.58766000e+03,4.07350367e+33,2.03393101e+29,4.56952395e+17,5.09400194e+15
4.60152000e+03,4.06708390e+33,2.05167749e+29,4.56690391e+17,5.08889171e+15
4.61538000e+03,4.06065075e+33,2.06951998e+29,4.56427577e+17,5.08376788e+15
4.62924000e+03,4.05420427e+33,2.08745865e+29,4.56163953e+17,5.07863049e+15
4.64310000e+03,4.04774453e+33,2.10549363e+29,4.55899518e+17,5.07347954e+15
4.65696000e+03,4.04127157e+33,2.12362509e+29,4.55634273e+17,5.06831504e+15
4.67082000e+03,4.03478544e+33,2.14185317e+29,4.55368217e+17,5.06313703e+15
4.68468000e+03,4.02828620e+33,2.16017803e+29,4.55101350e+17,5.05794551e+15
4.69854000e+03,4.02177390e+33,2.17859981e+29,4.54833672e+17,5.05274050e+15
4.71240000e+03,4.01524859e+33,2.19711865e+29,4.54565182e+17,5.04752202e+15
4.72626000e+03,4.00871033e+33,2.21573472e+29,4.54295880e+17,5.04229009e+15
4.74012000e+03,4.00215916e+33,2.23444814e+29,4.54025767e+17,5.03704472e+15
4.75398000e+03,3.99559515e+33,2.25325907e+29,4.53754842e+17,5.03178593e+15
4.76784000e+03,3.98901834e+33,2.27216765e+29,4.53483104e+17,5.02651374e+15
4.78170000e+03,3.98242879e+33,2.29117401e+29,4.53210554e+17,5.02122816e+15
4.79556000e+03,3.97582655e+33,2.31027830e+29,4.52937191e+17,5.01592922e+15
4.80942000e+03,3.96921168e+33,2.32948066e+29,4.52663015e+17,5.01061692e+15
4.82328000e+03,3.96258423e+33,2.34878122e+29,4.52388026e+17,5.00529129e+15
4.83714000e+03,3.95594425e+33,2.36818012e+29,4.52112223e+17,4.99995235e+15
4.85100000e+03,3.94929180e+33,2.38767750e+29,4.51835607e+17,4.99460011e+15
4.86486000e+03,3.94262693e+33,2.40727348e+29,4.51558177e+17,4.98923459e+15
4.87872000e+03,3.93594970e+33,2.42696821e+29,4.51279933e+17,4.98385581e+15
4.89258000e+03,3.92926015e+33,2.44676180e+29,4.51000874e+17,4.97846378e+15
4.90644000e+03,3.92255836e+33,2.46665440e+29,4.50721001e+17,4.97305853e+15
4.92030000e+03,3.91584436e+33,2.48664613e+29,4.50440313e+17,4.96764007e+15
4.93416000e+03,3.90911822e+33,2.50673711e+29,4.50158811e+17,4.96220841e+15
4.94802000e+03,3.90237998e+33,2.52692748e+29,4.49876493e+17,4.95676359e+15
4.96188000e+03,3.89562971e+33,2.54721736e+29,4.49593359e+17,4.95130561e+15
4.97574000e+03,3.88886746e+33,2.56760686e+29,4.49309410e+17,4.94583450e+15
4.98960000e+03,3.88209329e+33,2.58809613e+29,4.49024644e+17,4.94035027e+15
5.00346000e+03,3.87530724e+33,2.60868526e+29,4.48739063e+17,4.93485293e+15
5.01732000e+03,3.86850938e+33,2.62937439e+29,4.48452665e+17,4.92934252e+15
5.03118000e+03,3.86169977e+33,2.65016363e+29,4.48165451e+17,4.92381904e+15
5.04504000e+03,3.85487845e+33,2.67105310e+29,4.47877419e+17,4.91828252e+15
5.05890000e+03,3.84804548e+33,2.69204291e+29,4.47588571e+17,4.91273298e+15
5.07276000e+03,3.84120092e+33,2.71313319e+29,4.47298905e+17,4.90717042e+15
5.08662000e+03,3.83434483e+33,2.73432403e+29,4.47008421e+17,4.90159488e+15
5.10048000e+03,3.82747726e+33,2.75561556e+29,4.46717120e+17,4.89600637e+15
5.11434000e+03,3.82059826e+33,2.77700788e+29,4.46425000e+17,4.89040490e+15
5.12820000e+03,3.81370791e+33,2.79850111e+29,4.46132062e+17,4.88479050e+15
5.14206000e+03,3.80680624e+33,2.82009534e+29,4.45838305e+17,4.87916319e+15
5.15592000e+03,3.79989331e+33,2.84179069e+29,4.45543730e+17,4.87352298e+15
5.16978000e+03,3.79296920e+33,2.86358727e+29,4.45248335e+17,4.86786990e+15
5.18364000e+03,3.78603394e+33,2.88548516e+29,4.44952121e+17,4.86220396e+15
5.19750000e+03,3.77908760e+33,2.90748449e+29,4.44655087e+17,4.85652518e+15
5.21136000e+03,3.77213024e+33,2.92958535e+29,4.44357234e+17,4.85083358e+15
5.22522000e+03,3.76516191e+33,2.95178783e+29,4.44058560e+17,4.84512919e+15
5.23908000e+03,3.75818267e+33,2.97409204e+29,4.43759066e+17,4.83941201e+15
5.25294000e+03,3.75119257e+33,2.99649807e+29,4.43458751e+17,4.83368207e+15
5.26680000e+03,3.74419168e+33,3.01900603e+29,4.43157615e+17,4.82793939e+15
5.28066000e+03,3.73718006e+33,3.04161599e+29,4.42855658e+17,4.82218398e+15
5.29452000e+03,3.73015775e+33,3.06432807e+29,4.42552879e+17,4.81641587e+15
5.30838000e+03,3.72312482e+33,3.08714234e+29,4.42249279e+17,4.81063508e+15
5.32224000e+03,3.71608133e+33,3.11005889e+29,4.41944857e+17,4.80484163e+15
5.33610000e+03,3.70902733e+33,3.13307783e+29,4.41639612e+17,4.79903553e+15
5.34996000e+03,3.70196288e+33,3.15619923e+29,4.41333545e+17,4.79321680e+15
5.36382000e+03,3.69488805e+33,3.17942317e+29,4.41026655e+17,4.78738547e+15
5.37768000e+03,3.68780289e+33,3.20274975e+29,4.40718942e+17,4.78154155e+15
5.39154000e+03,3.68070745e+33,3.22617905e+29,4.40410405e+17,4.77568507e+15
5.40540000e+03,3.67360180e+33,3.24971115e+29,4.40101045e+17,4.76981604e+15
5.41926000e+03,3.66648599e+33,3.27334613e+29,4.39790861e+17,4.76393449e+15
5.43312000e+03,3.65936009e+33,3.29708406e+29,4.39479853e+17,4.75804043e+15
5.44698000e+03,3.65222415e+33,3.32092503e+29,4.39168020e+17,4.75213389e+15
5.46084000e+03,3.64507824e+33,3.34486912e+29,4.38855362e+17,4.74621488e+15
5.47470000e+03,3.63792241e+33,3.36891638e+29,4.38541880e+17,4.74028342e+15
5.48856000e+03,3.63075671e+33,3.39306691e+29,4.38227572e+17,4.73433954e+15
5.50242000e+03,3.62358122e+33,3.41732078e+29,4.37912438e+17,4.72838326e+15
5.51628000e+03,3.61639599e+33,3.44167804e+29,4.37596478e+17,4.72241459e+15
5.53014000e+03,3.60920108e+33,3.46613877e+29,4.37279692e+17,4.71643356e+15
5.54400000e+03,3.60199654e+33,3.49070305e+29,4.36962080e+17,4.71044018e+15
5.55786000e+03,3.59478245e+33,3.51537093e+29,4.36643641e+17,4.70443448e+15
5.57172000e+03,3.58755885e+33,3.54014247e+29,4.36324375e+17,4.69841648e+15
5.58558000e+03,3.58032582e+33,3.56501776e+29,4.36004281e+17,4.69238619e+15
5.59944000e+03,3.57308340e+33,3.58999683e+29,4.35683359e+17,4.68634365e+15
5.61330000e+03,3.56583167e+33,3.61507976e+29,4.35361610e+17,4.68028887e+15
5.62716000e+03,3.55857067e+33,3.64026661e+29,4.35039032e+17,4.67422186e+15
5.64102000e+03,3.55130047e+33,3.66555743e+29,4.34715626e+17,4.66814266e+15
5.65488000e+03,3.54402114e+33,3.69095227e+29,4.34391391e+17,4.66205128e+15
5.66874000e+03,3.53673273e+33,3.71645120e+29,4.34066326e+17,4.65594774e+15
5.68260000e+03,3.52943530e+33,3.74205426e+29,4.33740432e+17,4.64983207e+15
5.69646000e+03,3.52212891e+33,3.76776151e+29,4.33413708e+17,4.64370428e+15
5.71032000e+03,3.51481363e+33,3.79357300e+29,4.33086154e+17,4.63756440e+15
5.72418000e+03,3.50748951e+33,3.81948877e+29,4.32757769e+17,4.63141245e+15
5.73804000e+03,3.50015662e+33,3.84550887e+29,4.32428554e+17,4.62524845e+15
5.75190000e+03,3.49281502e+33,3.87163336e+29,4.32098507e+17,4.61907242e+15
5.76576000e+03,3.48546477e+33,3.89786226e+29,4.31767630e+17,4.61288438e+15
5.77962000e+03,3.47810592e+33,3.92419563e+29,4.31435920e+17,4.60668435e+15
5.79348000e+03,3.47073856e+33,3.95063351e+29,4.31103378e+17,4.60047236e+15
5.80734000e+03,3.46336272e+33,3.97717594e+29,4.30770004e+17,4.59424842e+15
5.82120000e+03,3.45597848e+33,4.00382295e+29,4.30435797e+17,4.58801257e+15
5.83506000e+03,3.44858590e+33,4.03057458e+29,4.30100757e+17,4.58176481e+15
5.84892000e+03,3.44118504e+33,4.05743087e+29,4.29764884e+17,4.57550518e+15
5.86278000e+03,3.43377596e+33,4.08439184e+29,4.29428177e+17,4.56923369e+15
5.87664000e+03,3.42635873e+33,4.11145754e+29,4.29090636e+17,4.56295036e+15
5.89050000e+03,3.41893340e+33,4.13862800e+29,4.28752260e+17,4.55665523e+15
5.90436000e+03,3.41150004e+33,4.16590323e+29,4.28413050e+17,4.55034830e+15
5.91822000e+03,3.40405871e+33,4.19328328e+29,4.28073005e+17,4.54402960e+15
5.93208000e+03,3.39660947e+33,4.22076816e+29,4.27732124e+17,4.53769916e+15
5.94594000e+03,3.38915240e+33,4.24835790e+29,4.27390408e+17,4.53135699e+15
5.95980000e+03,3.38168754e+33,4.27605253e+29,4.27047855e+17,4.52500312e+15
5.97366000e+03,3.37421496e+33,4.30385206e+29,4.26704466e+17,4.51863758e+15
5.98752000e+03,3.36673473e+33,4.33175651e+29,4.26360240e+17,4.51226037e+15
6.00138000e+03,3.35924690e+33,4.35976591e+29,4.26015177e+17,4.50587153e+15
6.01524000e+03,3.35175155e+33,4.38788027e+29,4.25669277e+17,4.49947108e+15
6.02910000e+03,3.34424873e+33,4.41609961e+29,4.25322538e+17,4.49305904e+15
6.04296000e+03,3.33673851e+33,4.44442393e+29,4.24974962e+17,4.48663543e+15
6.05682000e+03,3.32922095e+33,4.47285325e+29,4.24626547e+17,4.48020028e+15
6.07068000e+03,3.32169612e+33,4.50138759e+29,4.24277293e+17,4.47375360e+15
6.08454000e+03,3.31416407e+33,4.53002695e+29,4.23927199e+17,4.46729543e+15
6.09840000e+03,3.30662487e+33,4.55877133e+29,4.23576266e+17,4.46082578e+15
6.11226000e+03,3.29907859e+33,4.58762075e+29,4.23224493e+17,4.45434467e+15
6.12612000e+03,3.29152530e+33,4.61657521e+29,4.22871880e+17,4.44785214e+15
6.13998000e+03,3.28396504e+33,4.64563471e+29,4.22518426e+17,4.44134820e+15
6.15384000e+03,3.27639789e+33,4.67479925e+29,4.22164131e+17,4.43483288e+15
6.16770000e+03,3.26882391e+33,4.70406883e+29,4.21808994e+17,4.42830619e+15
6.18156000e+03,3.26124317e+33,4.73344345e+29,4.21453015e+17,4.42176817e+15
6.19542000e+03,3.25365573e+33,4.76292311e+29,4.21096194e+17,4.41521883e+15
6.20928000e+03,3.24606165e+33,4.79250779e+29,4.20738530e+17,4.40865820e+15
6.22314000e+03,3.23846100e+33,4.82219751e+29,4.20380024e+17,4.40208631e+15
6.23700000e+03,3.23085385e+33,4.85199223e+29,4.20020673e+17,4.39550317e+15
6.25086000e+03,3.22324025e+33,4.88189196e+29,4.19660479e+17,4.38890881e+15
6.26472000e+03,3.21562028e+33,4.91189669e+29,4.19299441e+17,4.38230325e+15
6.27858000e+03,3.20799400e+33,4.94200639e+29,4.18937559e+17,4.37568652e+15
6.29244000e+03,3.20036146e+33,4.97222106e+29,4.18574831e+17,4.36905863e+15
6.30630000e+03,3.19272275e+33,5.00254068e+29,4.18211258e+17,4.36241963e+15
6.32016000e+03,3.18507792e+33,5.03296523e+29,4.17846839e+17,4.35576952e+15
6.33402000e+03,3.17742703e+33,5.06349469e+29,4.17481574e+17,4.34910833e+15
6.34788000e+03,3.16977016e+33,5.09412904e+29,4.17115462e+17,4.34243609e+15
6.36174000e+03,3.16210737e+33,5.12486825e+29,4.16748503e+17,4.33575282e+15
6.37560000e+03,3.15443872e+33,5.15571230e+29,4.16380697e+17,4.32905854e+15
6.38946000e+03,3.14676428e+33,5.18666117e+29,4.16012043e+17,4.32235328e+15
6.40332000e+03,3.13908412e+33,5.21771482e+29,4.15642541e+17,4.31563706e+15
6.41718000e+03,3.13139829e+33,5.24887323e+29,4.15272190e+17,4.30890991e+15
6.43104000e+03,3.12370687e+33,5.28013637e+29,4.14900990e+17,4.30217185e+15
6.44490000e+03,3.11600993e+33,5.31150420e+29,4.14528940e+17,4.29542290e+15
6.45876000e+03,3.10830752e+33,5.34297668e+29,4.14156041e+17,4.28866309e+15
6.47262000e+03,3.10059972e+33,5.37455379e+29,4.13782291e+17,4.28189245e+15
6.48648000e+03,3.09288659e+33,5.40623548e+29,4.13407691e+17,4.27511100e+15
6.50034000e+03,3.08516819e+33,5.43802171e+29,4.13032239e+17,4.26831876e+15
6.51420000e+03,3.07744460e+33,5.46991244e+29,4.12655935e+17,4.26151576e+15
6.52806000e+03,3.06971587e+33,5.50190763e+29,4.12278780e+17,4.25470202e+15
6.54192000e+03,3.06198208e+33,5.53400723e+29,4.11900772e+17,4.24787756e+15
6.55578000e+03,3.05424330e+33,5.56621120e+29,4.11521911e+17,4.24104242e+15
6.56964000e+03,3.04649958e+33,5.59851949e+29,4.11142197e+17,4.23419662e+15
6.58350000e+03,3.03875099e+33,5.63093205e+29,4.10761629e+17,4.22734018e+15
6.59736000e+03,3.03099761e+33,5.66344883e+29,4.10380206e+17,4.22047313e+15
6.61122000e+03,3.02323949e+33,5.69606977e+29,4.09997929e+17,4.21359549e+15
6.62508000e+03,3.01547671e+33,5.72879481e+29,4.09614797e+17,4.20670729e+15
6.63894000e+03,3.00770933e+33,5.76162391e+29,4.09230809e+17,4.19980855e+15
6.65280000e+03,2.99993743e+33,5.79455700e+29,4.08845964e+17,4.19289930e+15
6.66666000e+03,2.99216105e+33,5.82759403e+29,4.08460264e+17,4.18597956e+15
6.68052000e+03,2.98438028e+33,5.86073493e+29,4.08073706e+17,4.17904936e+15
6.69438000e+03,2.97659518e+33,5.89397963e+29,4.07686291e+17,4.17210873e+15
6.70824000e+03,2.96880582e+33,5.92732808e+29,4.07298017e+17,4.16515769e+15
6.72210000e+03,2.96101226e+33,5.96078020e+29,4.06908886e+17,4.15819626e+15
6.73596000e+03,2.95321458e+33,5.99433593e+29,4.06518895e+17,4.15122448e+15
6.74982000e+03,2.94541283e+33,6.02799519e+29,4.06128045e+17,4.14424236e+15
6.76368000e+03,2.93760710e+33,6.06175791e+29,4.05736335e+17,4.13724994e+15
6.77754000e+03,2.92979744e+33,6.09562403e+29,4.05343765e+17,4.13024724e+15
6.79140000e+03,2.92198392e+33,6.12959345e+29,4.04950333e+17,4.12323428e+15
6.80526000e+03,2.91416661e+33,6.16366612e+29,4.04556041e+17,4.11621109e+15
6.81912000e+03,2.90634558e+33,6.19784193e+29,4.04160886e+17,4.10917770e+15
6.83298000e+03,2.89852090e+33,6.23212083e+29,4.03764870e+17,4.10213413e+15
6.84684000e+03,2.89069263e+33,6.26650271e+29,4.03367990e+17,4.09508042e+15
6.86070000e+03,2.88286084e+33,6.30098750e+29,4.02970247e+17,4.08801658e+15
6.87456000e+03,2.87502560e+33,6.33557511e+29,4.02571640e+17,4.08094264e+15
6.88842000e+03,2.86718699e+33,6.37026545e+29,4.02172169e+17,4.07385863e+15
6.90228000e+03,2.85934505e+33,6.40505844e+29,4.01771833e+17,4.06676458e+15
